_id,followers
3665,703408
3665,682638
3665,266176
3665,15902
3665,602873
3666,495058
3666,701500
3666,9187
3668,680938
476253,150292
476253,84831
476253,121959
476253,700005
476253,613533
476253,59241
476253,700782
3680,698150
3681,74292
3681,99681
3681,703017
3681,665560
535157,434557
535157,14412
535157,600791
535157,612878
128710,589899
128710,11060
128710,702042
128710,128399
128710,591978
128710,620180
128710,131888
128710,137904
128710,306186
128710,89816
128710,81177
128710,142334
128710,491120
128710,55844
128710,130162
128710,695231
128710,138728
128710,702691
128710,423370
128710,99329
128710,683884
128710,69291
128710,639893
128710,113297
128710,496841
128710,696552
128710,69622
128710,98705
128710,676688
128710,127005
128710,704922
128710,487842
128710,147331
128710,703556
128710,701135
128710,11329
128710,122788
128710,135198
128710,154298
128710,62682
128710,571034
128710,149086
128710,702675
128710,570340
128710,685404
128710,69195
128710,134230
128710,411058
128710,96629
128710,128517
128710,507051
128710,115050
3684,703671
3684,663650
3684,704944
3684,697263
3684,532287
3684,55724
3684,703497
3684,639095
285515,183886
285515,622321
285515,137625
285515,137988
285515,185821
285515,669776
285515,110828
285515,695824
285515,40742
285515,288827
285515,64956
285515,180253
285515,184178
285515,79531
285515,35831
285515,81734
285515,639689
285515,83116
285515,85533
285515,174002
285515,642169
285515,177635
285515,138165
285515,494834
285515,545285
285515,235164
285515,184628
285515,13012
285515,69977
285515,181116
285515,183537
285515,704878
285515,590194
285515,80866
285515,31586
285515,75052
285515,119872
285515,33645
285515,2798
285515,76497
285515,60487
285515,547697
285515,584523
285515,692098
285515,109139
285515,59380
285515,185128
285515,38089
285515,122909
285515,670621
285515,646314
285515,266697
285515,183503
285515,674544
285515,414822
285515,154304
285515,704647
285515,59267
285515,429401
285515,704642
285515,165430
285515,163493
285515,336402
285515,170222
285515,174947
285515,384087
285515,568741
285515,639341
285515,603359
285515,76729
285515,704893
285515,91784
285515,111687
285515,651457
285515,478581
285515,3671
285515,180921
285515,644025
285515,599108
285515,694949
285515,112417
285515,83488
285515,662464
285515,87720
285515,106425
285515,89346
285515,27193
285515,478217
285515,8212
285515,161811
285515,181786
285515,42324
285515,624027
285515,614580
285515,182515
285515,676426
285515,28933
285515,117139
285515,703735
285515,392730
285515,55120
285515,613015
285515,355307
285515,77032
285515,58998
285515,574476
285515,170400
285515,548592
285515,60039
285515,283966
285515,388107
285515,704818
285515,657474
285515,178928
285515,80447
285515,167118
285515,704935
285515,690961
285515,122849
285515,417282
285515,474068
285515,585369
285515,39954
285515,568241
285515,698466
285515,24109
285515,75414
285515,75776
285515,160397
285515,702534
285515,43645
285515,169521
285515,165171
285515,684854
285515,81762
285515,90348
285515,175885
285515,498942
285515,644838
285515,178599
285515,704046
285515,180794
285515,474171
285515,160502
285515,104284
285515,113313
285515,583091
285515,56470
285515,182057
285515,674905
285515,182297
285515,169797
285515,30562
285515,688868
285515,172169
285515,61939
285515,603670
285515,85478
285515,33397
285515,76523
285515,124686
285515,686326
285515,439656
285515,4666
285515,175677
285515,662717
285515,125093
285515,158898
285515,440508
285515,39121
285515,704175
285515,180687
285515,440988
285515,561876
285515,27952
285515,25415
285515,701220
285515,630579
285515,650725
285515,590056
285515,631305
285515,51591
285515,165075
285515,34116
285515,99185
285515,173925
285515,80579
285515,175305
285515,124435
285515,173248
285515,175549
285515,697581
285515,583654
285515,18689
285515,348019
285515,43850
285515,582182
285515,699902
285515,64797
285515,19981
285515,106289
285515,162788
285515,77070
285515,686035
285515,63109
285515,96262
285515,686274
285515,80914
285515,79014
285515,37618
285515,489097
285515,53786
285515,652023
285515,176946
285515,607694
285515,81455
285515,120101
285515,644745
285515,345657
285515,674299
285515,104412
285515,142813
285515,600023
285515,21951
285515,41780
285515,73955
285515,143919
285515,696988
285515,578370
285515,99646
285515,184341
285515,40215
285515,95045
285515,92690
285515,639728
285515,182043
285515,170839
285515,61726
285515,473869
285515,27493
285515,52344
285515,79248
285515,388017
285515,543374
285515,146629
285515,211123
285515,71789
285515,97934
285515,176175
285515,18875
285515,692379
285515,89070
285515,384490
285515,330389
285515,703952
285515,166248
285515,185643
285515,641815
285515,683653
285515,56710
285515,174309
285515,185090
285515,379582
285515,116511
285515,181725
285515,77417
285515,277747
285515,32703
285515,509362
285515,66883
285515,367485
285515,181974
285515,699319
285515,72521
285515,430109
285515,704934
285515,154019
285515,162673
285515,703723
285515,704933
285515,163520
285515,48959
285515,95064
285515,674959
285515,683542
285515,79267
285515,79700
285515,664005
285515,667997
285515,36971
285515,683309
285515,685968
285515,512634
285515,645629
285515,73729
285515,587399
285515,679536
285515,107171
285515,164489
285515,183563
285515,74030
285515,658839
285515,662898
285515,701943
285515,34661
285515,81378
285515,15345
285515,515812
285515,178521
285515,555719
285515,643593
285515,157269
285515,183458
285515,180188
285515,91963
285515,646502
285515,155885
285515,645090
285515,164230
285515,41625
285515,165440
285515,77784
285515,35862
285515,174158
285515,173740
285515,677132
285515,176331
285515,51616
285515,695321
285515,704562
285515,295734
285515,164703
285515,181369
285515,184637
285515,630840
285515,702027
285515,24711
285515,692617
285515,77571
285515,83217
285515,100999
285515,80067
285515,663888
285515,120120
285515,83333
285515,82125
285515,167416
285515,607877
285515,178426
285515,646746
285515,31936
285515,38328
285515,132560
285515,454511
285515,111525
285515,132684
285515,74989
285515,110553
285515,20120
285515,644344
285515,61554
285515,433818
285515,689572
285515,598733
285515,149440
285515,165100
285515,164262
285515,702706
285515,574664
285515,549258
285515,575514
285515,145756
285515,227
285515,79627
285515,110680
285515,81383
285515,60340
285515,608952
285515,171101
285515,547750
285515,175263
128708,66355
128708,698935
128708,96744
128708,571322
128708,685241
128708,97012
128708,55123
128708,145547
128708,145765
128708,110095
128708,627886
128708,697256
128708,523096
128708,695572
128708,641735
128708,137834
128708,49647
128708,50816
128708,70403
128708,619885
128708,123593
128708,446596
128708,697083
128708,99380
128708,127545
128708,13477
128708,109938
128708,651363
128708,640118
128709,697827
128709,704941
128709,637638
128709,306561
128709,257237
128709,36808
128709,121099
128709,10817
128709,639884
128709,152412
128709,135055
128709,53600
128709,641952
128709,699795
128709,124704
128709,95824
128709,302567
128709,293126
128709,96413
128709,694668
128709,64644
128709,11839
128709,140642
128709,675299
128709,44295
128709,681209
128709,583278
3674,50705
3674,19700
3674,94741
3674,54519
3674,133292
3675,514465
3675,704441
3675,434359
3675,619067
3675,154106
3675,518375
3675,130866
3675,701397
3675,313674
3675,614702
3675,33761
3675,663135
3675,169659
3675,681118
3675,640788
3675,698597
