_id,followers
3639,121983
3639,114361
3639,133932
3639,593498
3639,107879
3639,343785
3639,12375
3639,118293
3639,313674
549764,355506
549764,512994
549764,695821
549764,692951
549764,674566
549764,168126
549764,257237
549764,682105
549764,23163
549764,355475
549764,10817
549764,254884
549764,666139
549764,151489
549764,30703
549764,47892
549764,61045
549764,135571
549764,10136
549764,99809
549764,17843
549764,456332
549764,497029
549764,103185
549764,149586
549764,24026
549764,82648
549764,29959
549764,64604
549764,84826
549764,41818
549764,355480
549764,442027
549764,53552
549764,471044
549764,109718
549764,641521
549764,85000
549764,66113
549764,546988
549764,95876
549764,118649
549764,559665
549764,90183
549764,149196
549764,154705
549764,28838
549764,2292
549764,640209
549764,275166
549764,610167
549764,641819
549764,152633
549764,627886
549764,155121
549764,93048
549764,112415
549764,107644
549764,128686
549764,699957
549764,64348
549764,355655
549764,148311
549764,683033
549764,22468
549764,130868
549764,150508
549764,37826
549764,313017
549764,34315
549764,506007
549764,683144
549764,56168
549764,83000
549764,31849
549764,46251
549764,89588
549764,101535
549764,584422
549764,139285
549764,15062
549764,590445
549764,37099
549764,642012
549764,13683
549764,137940
549764,154965
549764,701832
549764,524416
549764,58111
549764,16271
549764,112406
549764,664714
549764,121235
549764,379880
549764,50197
549764,688765
549764,124069
549764,701426
549764,685778
549764,544795
549764,637067
549764,47692
549764,138123
549764,52776
549764,122725
549764,15987
549764,704672
549764,129871
549764,153980
549764,150091
549764,103421
549764,138248
549764,103783
549764,696668
549764,27734
549764,56064
549764,653534
549764,396309
549764,684211
549764,119799
549764,119678
549764,125820
549764,50883
549764,416643
549764,681504
549764,128935
549764,136515
549764,155156
549764,112107
549764,17620
549764,433147
549764,62350
549764,624124
549764,695446
549764,65586
549764,17342
549764,422253
549764,44848
549764,131504
549764,67527
549764,71582
549764,152834
549764,139190
549764,149702
549764,677102
549764,528442
549764,105528
549764,41561
549764,70423
549764,133414
549764,48632
549764,554165
549764,130669
549764,693659
549764,28803
549764,631305
549764,146296
549764,315515
549764,122259
549764,502246
549764,601081
549764,28366
549764,453778
549764,681602
535106,16198
535106,66695
535106,697566
535106,701350
535106,699868
535106,702326
535106,703415
535106,701235
535106,695824
535106,701116
535106,704744
535106,555637
535106,703408
535106,703527
535106,159422
535106,681418
535106,495248
535106,649916
535106,704750
535106,703781
535106,676518
535106,698645
535106,703780
535106,216661
535106,704074
535106,626234
535106,576593
535106,689039
535106,670535
535106,704875
535106,79764
535106,703538
535106,641762
535106,646657
535106,696593
535106,676724
535106,631618
535106,704406
535106,703679
535106,704527
535106,695803
535106,617632
535106,704884
535106,617998
535106,686884
535106,680788
535106,698087
535106,696220
535106,701021
535106,697895
535106,693059
535106,693855
535106,576250
535106,701389
535106,666158
535106,664771
535106,702478
535106,558446
535106,666397
535106,469624
535106,201079
535106,422219
535106,700965
535106,700843
535106,603581
535106,46251
535106,680319
535106,704022
535106,697368
535106,129003
535106,704262
535106,697008
535106,693689
535106,704944
535106,703853
535106,634904
535106,63667
535106,704943
535106,704941
535106,700583
535106,22039
535106,640904
535106,574477
535106,703609
535106,486061
535106,704818
535106,701549
535106,703728
535106,51561
535106,666735
535106,602247
535106,696164
535106,569454
535106,666294
535106,24109
535106,704274
535106,694522
535106,702899
535106,695736
535106,703622
535106,703501
535106,613005
535106,703621
535106,700230
535106,117924
535106,553253
535106,193416
535106,492964
535106,672084
535106,475382
535106,675312
535106,264633
535106,701335
535106,703757
535106,703636
535106,531695
535106,700005
535106,694759
535106,701453
535106,594784
535106,14517
535106,89717
535106,638059
535106,622859
535106,122703
535106,696263
535106,695399
535106,675208
535106,265155
535106,107323
535106,631424
535106,702675
535106,617944
535106,682772
535106,550876
535106,446728
535106,442008
535106,703081
535106,633294
535106,666868
535106,108405
535106,673875
535106,676109
535106,695425
535106,415857
535106,695669
535106,704109
535106,703017
535106,672309
535106,27004
535106,34343
535106,700779
535106,665324
535106,668713
535106,698141
535106,680602
535106,698388
535106,695773
535106,698006
535106,694443
535106,694569
535106,182282
535106,686836
535106,685989
535106,681148
535106,686953
535106,680854
535106,678544
535106,677573
535106,704484
535106,694795
535106,669038
535106,17660
535106,558610
535106,486236
535106,614761
535106,703955
535106,700685
535106,687344
535106,703952
535106,486119
535106,112946
535106,701891
535106,681233
535106,683898
535106,15809
535106,698361
535106,698486
535106,9257
535106,703164
535106,666673
535106,695998
535106,703723
535106,687355
535106,703720
535106,703841
535106,703167
535106,686020
535106,35767
535106,701657
535106,12661
535106,699681
535106,698597
535106,397467
535106,692078
535106,686071
535106,703217
535106,57020
535106,703336
535106,704547
535106,704303
535106,645086
535106,700188
535106,676707
535106,704421
535106,688249
535106,701943
535106,694380
535106,681738
535106,699278
535106,671381
535106,704672
535106,701285
535106,411224
535106,684580
535106,57275
535106,704436
535106,702928
535106,489289
535106,680895
535106,506782
535106,569986
535106,686639
535106,675196
535106,433702
535106,699802
535106,704329
535106,702701
535106,702940
535106,684551
535106,54570
535106,701970
535106,701971
535106,441200
535106,701058
535106,702023
535106,700877
535106,702814
535106,700513
535106,700758
535106,701966
535106,698700
535106,687390
535106,704573
535106,702152
535106,16785
535106,699912
535106,704339
535106,579442
535106,566927
535106,697617
535106,703248
535106,703244
535106,107282
535106,581518
535106,629631
535106,169946
535106,569880
535106,602610
535106,680759
535106,675293
535106,698157
3630,704175
3630,700900
3630,17672
3630,121736
535107,667032
535107,477387
535107,4055
535107,161874
535107,355115
535107,61368
535107,20956
535107,670733
535107,617951
535107,316078
535107,594792
535107,781
535107,141463
535107,704817
535107,88801
535107,174310
535107,602640
535107,151122
535107,627117
535107,34901
535109,620760
535109,38340
535109,659124
535109,542907
535109,615346
535109,704534
535109,679782
535109,425485
535109,181286
3634,84291
3634,633055
3634,130630
3635,122269
3635,99120
3635,130949
3635,425910
3635,145988
3635,88537
3635,119946
3635,867
3635,704922
3635,704534
3635,68672
3635,441167
3637,692459
3650,703671
3650,704430
3650,693232
3650,48405
3650,695546
3650,548923
3650,637808
3650,614265
3650,703723
3650,704547
3650,576795
3650,703497
3650,686556
3650,84254
3650,679655
3650,681802
3650,671381
3649,109862
3649,694668
3649,136996
3649,702027
3649,140568
3649,77073
3649,113680
3649,640678
3649,48371
3649,704730
3649,83949
3649,51615
3641,143288
3641,50086
3641,610816
3641,571755
3641,123262
3641,434053
3641,405804
3641,684551
3641,100623
574727,692078
574727,704175
574727,132227
574727,534091
574727,697906
574727,443639
574727,646657
574727,492964
574727,625815
574727,652910
574727,702023
3644,62683
3644,703447
3644,701574
3644,14723
3645,669199
3646,701826
3646,698270
3646,686023
3647,119438
3647,9175
3647,74132
3647,242537
3648,602640
3660,150787
3660,667290
3660,675299
3660,704534
3660,704864
3660,697540
3661,116755
3661,242173
3662,704189
3662,114508
3662,676349
3662,626004
3662,95214
3662,108740
3662,699748
3662,298104
3662,703532
3662,131927
3662,509903
3662,616958
3662,506998
3662,632376
3662,453725
3662,680327
3662,116370
3662,44136
3662,620651
3662,439814
3662,698922
3662,702611
3662,209338
3662,666097
3662,654155
3662,628287
3662,54367
3662,683324
3662,116489
3662,88996
3662,568610
3662,8812
3662,696233
3662,620760
3662,701098
3662,701131
3662,91710
3662,538688
3662,109411
3662,619498
3662,563206
3662,681083
3662,440397
3662,12814
3662,99152
3662,701406
3662,687214
3662,82444
3662,638498
3662,698000
3662,534754
3662,636110
3662,695250
3662,153580
3662,68148
3662,125292
3662,704650
3662,702077
3662,699711
3662,290254
3662,130466
3662,298412
3662,575163
3662,701385
3662,443022
3662,132927
3662,58866
3662,141592
3662,142167
3662,116588
3662,627379
3662,140029
3662,101534
3662,620743
3662,250439
3662,66651
3662,698855
3662,692078
3662,133745
3662,614580
3662,693962
3662,72774
3662,703171
3662,703217
3662,115236
3662,555047
3662,702401
3662,700500
3662,704665
3662,428335
3662,684691
3662,572461
3662,684840
3662,701826
3662,640908
3662,506312
3662,679026
3662,506151
3662,53626
3662,431595
3662,217657
3662,694760
3662,704672
3662,134326
3662,493818
3662,515652
3662,574093
3662,378532
3662,702414
3662,703622
3662,687294
3662,313485
3662,145730
3662,687842
3662,704308
3662,698437
3662,704441
3662,703232
3662,696895
3662,704160
3662,626783
3662,485905
3662,65865
3662,702027
3662,126991
3662,628371
3662,610002
3662,701327
3662,627447
3662,703909
3662,100513
3662,702792
3662,112217
3662,626018
3662,670032
3662,624599
3662,698148
3662,696526
3662,579442
3662,688244
3662,618998
3662,110714
3662,634811
3662,123195
3662,700649
3662,578622
3662,67809
3662,140980
3662,125007
3662,681965
3662,699001
3662,111250
3662,675299
3662,104966
3662,628703
574730,698019
574730,111239
574730,114508
574730,704584
574730,93398
574730,669899
574730,692951
574730,703532
574730,611701
574730,143194
574730,60636
574730,467187
574730,119083
574730,510840
574730,95729
574730,703021
574730,69459
574730,103982
574730,436549
574730,62940
574730,65810
574730,702974
574730,698095
574730,703815
574730,570090
574730,306478
574730,146628
574730,14862
574730,641645
574730,620760
574730,136836
574730,572318
574730,512016
574730,695768
574730,563206
574730,325915
574730,688311
574730,67966
574730,114689
574730,702982
574730,704644
574730,610712
574730,704643
574730,700684
574730,682051
574730,579746
574730,146236
574730,145785
574730,478729
574730,77499
574730,125975
574730,687214
574730,702859
574730,704639
574730,638498
574730,700317
574730,698088
574730,137774
574730,636230
574730,603910
574730,568222
574730,704772
574730,128683
574730,619401
574730,496395
574730,703448
574730,704416
574730,696726
574730,703841
574730,704498
574730,124511
574730,84576
574730,116588
574730,146008
574730,87723
574730,630780
574730,679852
574730,683307
574730,699202
574730,698630
574730,217026
574730,448065
574730,620581
574730,72774
574730,697927
574730,700985
574730,695628
574730,118867
574730,703731
574730,129361
574730,218071
574730,502597
574730,613889
574730,573391
574730,506158
574730,491803
574730,417282
574730,47054
574730,85970
574730,698069
574730,104977
574730,693692
574730,695971
574730,701161
574730,694402
574730,261496
574730,693954
574730,536092
574730,124464
574730,302905
574730,666177
574730,45824
574730,694409
574730,578852
574730,107183
574730,121744
574730,84115
574730,631773
574730,569181
574730,523224
574730,651363
574730,545354
574730,604652
574730,56988
574730,681749
574730,643900
574730,307884
574730,700908
574730,627715
574730,626305
574730,21169
574730,48404
574730,696895
574730,602859
574730,70773
574730,125420
574730,701337
574730,615379
574730,554212
574730,684551
574730,400263
574730,680221
574730,467880
574730,192535
574730,634254
574730,701844
574730,58016
574730,105805
574730,130382
574730,703909
574730,52713
574730,698148
574730,108014
574730,700531
574730,463287
574730,702675
574730,702312
574730,702156
574730,149320
574730,316605
574730,684796
574730,578622
574730,123501
574730,118325
574730,682774
574730,127821
574730,138550
574730,68462
574736,695662
574736,698337
574736,18010
574736,693446
574736,695824
574736,703853
574736,703336
574736,704547
574736,704941
574736,704864
574736,694819
574736,448934
574736,419108
574736,703408
574736,704936
574736,602640
574736,681658
574736,704430
574736,704672
574736,698645
574736,698006
574736,704274
574736,672233
574736,704074
574736,695699
574736,674336
574736,702899
574736,666495
574736,581815
574736,701833
574736,682632
574736,704761
574736,703671
574736,704484
574736,692696
574736,699802
574736,497298
574736,703757
574736,703955
574736,701574
574736,684551
574736,701970
574736,703433
574736,704884
574736,634254
574736,640487
574736,698361
574736,105462
574736,666673
574736,669228
574736,702634
574736,701389
574736,579442
574736,693857
574736,702675
574736,577466
574736,700299
574736,682772
574736,700969
574736,51671
574736,633294
574736,680759
3652,144465
3652,693232
3652,582904
3652,694514
3652,704381
3652,667997
3652,695824
3652,613885
3652,686274
3652,700782
3653,702142
3653,490719
3653,698357
3653,693960
3653,640274
3653,671413
3653,135421
3653,694514
3653,699908
3653,703932
3653,24574
3653,700644
3653,62754
3653,532242
3653,704941
3653,704303
3653,704466
3653,703992
3653,676508
3653,704642
3653,685377
3653,531289
3653,671380
3653,574517
3653,4006
3653,695250
3653,699750
3653,704672
3653,566865
3653,695398
3653,702152
3653,698406
3653,561217
3653,694988
3653,694506
3653,9175
3653,597892
3653,701657
3653,682995
3653,695241
3653,680814
3653,492965
3653,568594
3653,104504
3654,403230
3654,704584
3654,499450
3654,697566
3654,695664
3654,669776
3654,44386
3654,630468
3654,695824
3654,703017
3654,684374
3654,703497
3654,686944
3654,639963
3654,569896
3654,54998
3654,681658
3654,678530
3654,676231
3654,693232
3654,703780
3654,49302
3654,704510
3654,414819
3654,703663
3654,403733
3654,309345
3654,704484
3654,677899
3654,670621
3654,669712
3654,704922
3654,704884
3654,78583
3654,32146
3654,680788
3654,676694
3654,99548
3654,644025
3654,700058
3654,661781
3654,701144
3654,700055
3654,542937
3654,667997
3654,468380
3654,682338
3654,678762
3654,158189
3654,667032
3654,692078
3654,42324
3654,697368
3654,678689
3654,704944
3654,703336
3654,686234
3654,676707
3654,27960
3654,120780
3654,703728
3654,611075
3654,258126
3654,698461
3654,674530
3654,666735
3654,672116
3654,670451
3654,379588
3654,72020
3654,20028
3654,704827
3654,172014
3654,430099
3654,699889
3654,179089
3654,689283
3654,694514
3654,699802
3654,697906
3654,684551
3654,685640
3654,169287
3654,53920
3654,693271
3654,98939
3654,699895
3654,663649
3654,695399
3654,648941
3654,698700
3654,701985
3654,697617
3654,691635
3654,469549
3654,682772
3654,575997
3654,575514
3654,86559
3654,629631
3654,84810
3654,680873
3654,673274
3654,88732
3654,698274
3654,675299
3654,528453
3654,515309
3655,704231
3655,528637
3655,53301
3655,676349
3655,392990
3655,76414
3655,650275
3655,52357
3655,71040
3655,479843
3655,79254
3658,4147
3658,121263
3659,160380
535101,312117
535101,704381
535101,602640
535101,118361
3671,438739
3671,183920
3671,64551
3671,692078
3671,694411
3671,669776
3671,565723
3671,704381
3671,704944
3671,703537
3671,695824
3671,662023
3671,36044
3671,704864
3671,651728
3671,74031
3671,666141
3671,686274
3671,81727
3671,700782
3671,685138
3671,686944
3671,701947
3671,23282
3671,683910
3671,703924
3671,104138
3671,588652
3671,655250
3671,693232
3671,487817
3671,650189
3671,651310
3671,565939
3671,702899
3671,689039
3671,636939
3671,613885
3671,51490
3671,596378
3671,609545
3671,414062
3671,582904
3671,703538
3671,677132
3671,686639
3671,373474
3671,694514
3671,697906
3671,703636
3671,446142
3671,467912
3671,662480
3671,692617
3671,704884
3671,700837
3671,687016
3671,627165
3671,703948
3671,680788
3671,76726
3671,663649
3671,175475
3671,704893
3671,704573
3671,701985
3671,72089
3671,704933
3671,157407
3671,409741
3671,167296
3671,169674
3671,682772
3671,3947
3671,612697
3671,575514
3671,704092
3671,185819
3671,321678
560109,50705
560109,70666
560109,704893
560109,71017
560109,702152
560109,63562
560109,644025
560109,704934
560109,695824
560109,20802
560109,704941
560109,701453
560109,702564
560109,666141
560109,700782
560109,339618
560109,575514
560109,665456
560109,110790
560109,641458
319400,591258
319400,675312
319400,701657
319400,637808
319400,704645
3663,704231
3663,702999
3663,704534
3663,579202
574748,175281
574748,692366
574748,623595
574748,534091
574748,63002
574748,694668
574748,700785
574748,697906
574748,620180
574748,689039
574748,613147
574748,689243
574748,700782
574748,687214
574748,82696
574748,704639
574748,14237
3664,6043
3664,7055
3664,23328
3664,40142
3664,92762
3664,106882
3664,288207
3664,571940
3664,95542
3664,148275
3664,32314
3664,388523
3664,59007
3664,143565
3664,145612
3664,700636
3665,702032
3665,65384
3665,38692
3665,432663
3665,704175
3665,109079
3665,703061
3665,166405
3665,630742
3665,700837
3665,704817
